Unnamed: 0,Species,Country.of.Origin,Farm.Name,Company,Region,Producer,Grading.Date,Owner.1,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Total.Cup.Points,Moisture,Color
838,Arabica,Brazil,rio verde,ipanema coffees,south of minas,Ipanema Agrícola SA,"October 8th, 2015",Ipanema Coffees,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,81.83,0.0,Green
839,Arabica,Brazil,rio verde,ipanema coffees,south of minas,Ipanema Agrícola SA,"October 8th, 2015",Ipanema Coffees,Natural / Dry,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,81.83,0.0,Green
840,Arabica,Myanmar,wat-ka-bu,,ywar ngan,U Mg Mg,"July 17th, 2015",U Mg Mg,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,81.83,0.0,Green
841,Arabica,Mexico,rancho bonito,agroindustrias unidas de mexico sa de cv,chiapas,MARTINIANO A. MORENO ALVARADO,"June 25th, 2015",VIRIDIANA,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,81.83,0.11,Green
842,Arabica,Honduras,cerro bueno,cadexsa,marcala,JOSE OMAR ACOSTA,"May 12th, 2015",CADEXSA,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,81.83,0.12,Green
843,Arabica,Costa Rica,el patalillo,"cafetalera internacional cafinter, s.a.",tres rios,JOSE FRANCISCO GONZALEZ,"May 7th, 2015","CAFETALERA INTERNACIONAL CAFINTER, S.A.",Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,81.83,0.09,Green
844,Arabica,Taiwan,gao chun fang 高醇坊,taiwan coffee laboratory,"dongshan dist., tainan city 臺南市東山區",LIN SIN JI 林信吉,"April 30th, 2015","Lin, Che-Hao Krude 林哲豪",Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,81.83,0.0,Green
845,Arabica,Indonesia,dozen small farmer,essence coffee,lington nihuta,,"March 21st, 2015",EssenceCoffee,Other,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,81.83,0.11,None
846,Arabica,Malawi,kakoma,mzuzu coffee planters coop union,kakoma,Mzuzu Coffee Coop Union,"October 31st, 2014",AFCA,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,81.83,0.13,Green
847,Arabica,Brazil,rio verde,ipanema coffees,south of minas,Ipanema Agrícola SA,"October 15th, 2014",Ipanema Coffees,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,81.83,0.11,Green
848,Arabica,Honduras,gran manzana y el aguacate,cigrah,comayagua,"Tomás Sosa, Juan Damaso","May 16th, 2014",,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,81.83,0.1,Green
849,Arabica,Mexico,various,globus coffee,"siltepec el triunfo, chiapas, mexico",various small producers,"April 26th, 2014",Kurt Kappeli,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,81.83,0.11,Green
850,Arabica,Colombia,,racafe & cia s.c.a,huila,LA PLATA,"July 19th, 2013",Racafe & Cia S.C.A,Washed / Wet,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,81.83,0.0,Bluish-Green
851,Arabica,United States (Hawaii),,kona pacific farmers cooperative,kona,,"March 6th, 2013",Kona Pacific Farmers Cooperative,Natural / Dry,7.83,7.83,7.83,8.0,7.83,7.83,10.0,6.67,10.0,81.83,0.0,Bluish-Green
852,Arabica,Brazil,sertao farm,exportadora de cafés carmo de minas ltda,sul de minas,NAZARETH DIAS PEREIRA,"March 2nd, 2013",Jacques Pereira Carneiro,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,81.83,0.12,Bluish-Green
853,Arabica,Guatemala,el sacramento,"unex guatemala, s.a.",oriente,LUIS RODRIGUEZ,"February 26th, 2013",Juan Luis Alvarado Romero,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,81.83,0.11,Green
854,Arabica,Mexico,finca muxbal,,veracruz,MARIA MAGDALENA LUETHJE Y GRIS,"August 31st, 2012",CHRISTINA DUSING,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,81.83,0.12,Green
855,Arabica,Mexico,el deseo,,coatepec,JORGE FRANCISCO MARTINEZ HACHITY,"July 11th, 2012",JORGE FRANCISCO MARTINEZ HACHITY,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,81.83,0.12,Green
856,Arabica,Brazil,cianorte,,cerrado,Marilsa de Fatima Peternela,"October 28th, 2011",NUCOFFEE,,7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,10.0,81.83,0.02,
857,Arabica,Colombia,,,huila,,"June 14th, 2011",Exportadora de Cafe Condor S.A,,7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,10.0,81.83,0.05,
858,Arabica,United States (Hawaii),kona pacific farmers cooperative,,kona,,"May 24th, 2010",Kona Pacific Farmers Cooperative,,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10.0,81.83,0.02,
859,Arabica,Guatemala,las merceditas,"unex guatemala, s.a.",san marcos,ANGEL DE LEON,"June 22nd, 2017",Juan Luis Alvarado Romero,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,81.75,0.11,Green
860,Arabica,Vietnam,apollo estate,"sunvirtue co., ltd.",vietnam,Richard Yeh,"December 21st, 2015","Sunvirtue Co., Ltd.",Washed / Wet,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,81.75,0.12,Bluish-Green
861,Arabica,"Tanzania, United Republic Of",ngorogoro convenant estate,ngorogoro convenant estate,ngorogoro,Ngorogoro Convenant Estate,"January 8th, 2015",Ngorogoro Convenant Estate,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,81.75,0.12,Bluish-Green
862,Arabica,Brazil,,cafe politico,,,"August 25th, 2014",Cafe Politico,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,10.0,81.75,0.1,Bluish-Green
863,Arabica,Mexico,los magueyes,,"tenango de doria, hidalgo","PEREZ LEMUS, FELIX","September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,10.0,81.75,0.13,None
864,Arabica,Mexico,finca tepictla,,tepictla,SERGIO LANDA ALARCON,"September 10th, 2012",SERGIO LANDA ALARCON,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,10.0,81.75,0.13,Green
865,Arabica,Mexico,"arroyo triste, arroyo triste, san jose vista hermosa",,oaxaca,"CENEN TORRES CORTES, AVELINO TORES CORTES, JUAN VENTURA GUZMAN","September 4th, 2012",DIEGO MANUEL WOOLRICH RAMIREZ,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,81.75,0.11,Green
866,Arabica,Mexico,,beneficio custepec s.a. de c.v.,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,81.75,0.12,Green
867,Arabica,Mexico,santa cruz - pante doña graciela,finca las nubes,la concordia,GRACIELA AGUILAR PERALTA,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,10.0,81.75,0.12,
868,Arabica,Colombia,,exportadora de cafe condor s.a,huila,,"December 22nd, 2011",Exportadora de Cafe Condor S.A,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,81.75,0.0,Green
869,Arabica,Colombia,,,huila,La Plata,"October 4th, 2011",Racafe & Cia S.C.A,,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,10.0,81.75,0.08,
870,Arabica,Brazil,fazenda capoeirnha,ipanema coffees,south of minas,Ipanema Agricola S.A,"October 20th, 2017",Ipanema Coffees,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,81.67,0.11,Green
871,Arabica,Guatemala,las merceditas,"unex guatemala, s.a.",san marcos,ANGEL DE LEON,"August 22nd, 2017",Juan Luis Alvarado Romero,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,81.67,0.1,Green
872,Arabica,Guatemala,la esmeralda,"unex guatemala, s.a.",santa rosa,JESUS RAMIREZ,"June 5th, 2017",Juan Luis Alvarado Romero,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,81.67,0.12,Green
873,Arabica,Honduras,bethel,cadexsa,marcala,JOSE OMAR ACOSTA,"May 2nd, 2016",CADEXSA,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,81.67,0.11,Blue-Green
874,Arabica,"Tanzania, United Republic Of",ngima,volcafe/taylorwinch tanzania ltd,mbinga,Ngima Amcos,"April 27th, 2016",Taylor Winch (Coffee) Ltd.,,7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,10.0,81.67,0.0,Green
875,Arabica,Nicaragua,santa matilde,"comercial internacional exportadora, s.a.",jinotega,Rolando Lacayo Cardenal,"March 11th, 2016","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",,7.58,7.5,7.25,7.25,7.5,7.25,10.0,10.0,10.0,81.67,0.1,Green
876,Arabica,Colombia,,racafe & cia s.c.a,la plata,,"January 21st, 2016",Racafe & Cia S.C.A,,7.75,7.75,7.75,7.67,5.25,7.83,10.0,10.0,10.0,81.67,0.0,
877,Arabica,Brazil,rio verde,ipanema coffees,south of minas,Ipanema Agrícola SA,"October 8th, 2015",Ipanema Coffees,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,10.0,81.67,0.0,Green
878,Arabica,"Tanzania, United Republic Of",multiple,dae ltd company,mbinga,DAE Ltd,"January 2nd, 2015",DAE Ltd Company,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,81.67,0.12,Green
879,Arabica,"Tanzania, United Republic Of",ilomba 1,tembo coffee company ltd,"ilomba vilage, mbozi",Tembo Coffee Company Ltd,"December 15th, 2014",Tembo Coffee Company Ltd,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,81.67,0.12,Green
880,Arabica,Brazil,rio verde,ipanema coffees,south of minas,Ipanema Agrícola SA,"October 16th, 2014",Ipanema Coffees,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,81.67,0.1,Green
881,Arabica,Indonesia,,volcafe specialty coffee,bener meriah,,"May 23rd, 2014",Chris Finch,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,10.0,81.67,0.11,Bluish-Green
882,Arabica,Honduras,gran manzana y el aguacate,cigrah,comayagua,"Tomás Sosa, Juan Damaso","May 16th, 2014",,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,81.67,0.1,Green
883,Arabica,Costa Rica,gamboa,"ceca,s.a.",tarrazu,Martin Gutierrez,"April 26th, 2014","CECA, S.A.",Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,81.67,0.11,Green
884,Arabica,Mexico,,sustainable harvest,veracruz,Huatusco,"April 2nd, 2014",Dane Loraas,Washed / Wet,7.42,7.42,7.67,8.0,7.58,7.5,9.33,9.33,10.0,81.67,0.0,Green
885,Arabica,Taiwan,mu he zi coffee 木盒子咖啡園,blossom valley宸嶧國際,changhua baguashan 彰化市八卦山,Zhang ming fu 張明福,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,10.0,81.67,0.11,Green
886,Arabica,Taiwan,guo xin ka fei 國昕咖啡,blossom valley宸嶧國際,nantou,Wu cai jin 吳蔡錦,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10.0,10.0,10.0,81.67,0.11,Green
887,Arabica,Mexico,union ramal santa cruz,union ramal santa cruz spr de ri,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,"March 29th, 2013",FREDY GORDILLO REYES,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,10.0,81.67,0.12,Green
888,Arabica,Guatemala,finca el morito,finca el morito,jalapa,"CAFE MOLINO MONTERROSO P,J. ROBERTO","October 5th, 2012",Juan Luis Alvarado Romero,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,10.0,81.67,0.11,Green
889,Arabica,Mexico,finca cafetalera la suiza,"productora agricola y ganadera finca la suiza, s.p.r. de r.l. de c.v.",tuxtla gutierrez,PRODUCTORA AGRICOLA Y GANADERA FINCA LA SUIZA,"September 11th, 2012",VIRGINIA GORDILLO GORDILLO,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,10.0,81.67,0.13,Green
890,Arabica,Mexico,,,yajalon,MAYA BINIK,"August 30th, 2012",JOSE LUIS MUNOZ GUERRERO,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,10.0,81.67,0.11,Green
891,Arabica,Mexico,ucipa santa catarina,,veracruz,CESAR SANTIZ LOPEZ,"July 27th, 2012",CHRISTINA DUSING,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,10.0,81.67,0.11,Green
892,Arabica,Mexico,finca nueva linda,ecomtrading,"la concordia, chiapas",OCTAVIO MOGUEL FARRERA,"April 2nd, 2012",ALFREDO BOJALIL,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,10.0,81.67,0.11,Green
893,Arabica,Mexico,sacún palma,"estrategias constructivas corzu, s.a. de c.v.","sacún palma, municipio de chilón, chiapas",ARMANDO GUTIEREZ GUZMÁN,"February 29th, 2012",MIGUEL CORTES MORENO,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,10.0,81.67,0.11,Green
894,Arabica,United States (Hawaii),,cqi,kona,,"February 8th, 2012",Kona Pacific Farmers Cooperative,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10.0,10.0,10.0,81.67,0.1,Green
895,Arabica,Honduras,various,molinos de honduras,western region,Cafes Finos de Corquin,"January 19th, 2018",MDH,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,10.0,81.58,0.11,Blue-Green
896,Arabica,Guatemala,la esperanza,"unex guatemala, s.a.",huehuetenango,"AGRICOLA EL PILAR, SA.","June 1st, 2017",Juan Luis Alvarado Romero,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,10.0,81.58,0.12,Green
897,Arabica,Taiwan,baishengcun coffee 百勝村咖啡莊園,taiwan coffee laboratory,natou county,蘇晉寬 Su Jin Kuan,"July 15th, 2016","Lin, Che-Hao Krude 林哲豪",Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,81.58,0.1,Blue-Green
898,Arabica,Costa Rica,cafetalera aquiares,"ceca,s.a.",turrialba,Cafetalera Aquiares,"February 3rd, 2015","CECA, S.A.",Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,81.58,0.12,Green
899,Arabica,"Tanzania, United Republic Of",acacia hills,acacia hills ltd,"oldeani , mongola",Acacia Hills Ltd,"December 18th, 2014",Acacia Hills Ltd,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,81.58,0.12,Green
900,Arabica,Malawi,kavuzi,mzuzu coffee planters coop union,mzuzu,Mzuzu Coffee Coop Union,"October 31st, 2014",AFCA,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,10.0,81.58,0.13,Green
901,Arabica,Taiwan,jacob's estate 雅谷咖啡,"red on tree co., ltd.",natou county,CHIU WEI LUN 邱偉倫,"August 25th, 2014","Lin, Che-Hao Krude 林哲豪",Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10.0,10.0,9.33,81.58,0.0,
902,Arabica,Brazil,rio verde,ipanema coffees,south of minas,Ipanema Coffees,"November 6th, 2013",Ipanema Coffees,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,81.58,0.12,Blue-Green
903,Arabica,Guatemala,el morito,"unex guatemala, s.a.",oriente,ROBERTO MONTERROSO,"July 16th, 2013",Juan Luis Alvarado Romero,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,10.0,81.58,0.12,Green
904,Arabica,Mexico,union ramal santa cruz,union ramal santa cruz spr de ri,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,"March 29th, 2013",FREDY GORDILLO REYES,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10.0,10.0,10.0,81.58,0.12,Green
905,Arabica,Mexico,las nubes - pante don jaime,finca santa cruz,la concordia,LUIS ANTONIO LOPEZ AGUILAR,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Natural / Dry,7.33,7.5,7.25,7.5,7.5,7.17,10.0,10.0,10.0,81.58,0.11,
906,Arabica,Mexico,santa cruz - pante don jaime,finca santa cruz,la concordia,ENRIQUE EDUARDO LOPEZ AGUILAR,"June 6th, 2012",Enrique Eduardo Lopez Aguilar,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,10.0,10.0,8.67,81.58,0.11,
907,Arabica,Thailand,"doi chaang coffee original co.,ltd",,"doi chaang village, chiang rai, thialand",Doi Chaang Community Enterprise Piko,"November 16th, 2011",Doi Chaang Coffee Company,,7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,10.0,81.58,0.01,
908,Arabica,Thailand,doi tung development project,,,,"August 16th, 2011",Doi Tung Development Project,,7.33,7.33,7.17,7.5,7.58,7.33,10.0,10.0,10.0,81.58,0.2,
909,Arabica,Costa Rica,,,tarrazu,CoopeTarrazu,"June 14th, 2011",Benjamin Schmerler,,7.25,7.17,7.33,7.33,7.5,7.75,10.0,10.0,10.0,81.58,0.0,
910,Arabica,Guatemala,las delicias,"unex guatemala, s.a.",santa rosa,OTTO BECKER,"August 23rd, 2017",Juan Luis Alvarado Romero,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,10.0,81.5,0.1,Green
911,Arabica,Nicaragua,finca las marías,exportadora atlantic s.a,jalapa,Teófilo Narváez :,"June 20th, 2017","Exportadora Atlantic, S.A.",Other,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,10.0,81.5,0.11,Green
912,Arabica,Honduras,las cuchillas,cigrah,comayagua,NAHUN MALDONADO,"June 3rd, 2017",Elsy Reyes,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,10.0,81.5,0.1,Green
913,Arabica,Guatemala,las delicias,"unex guatemala, s.a.",santa rosa,AGRICOLA MONTE VERDE,"June 1st, 2017",Juan Luis Alvarado Romero,,7.5,7.42,7.25,7.25,7.5,7.25,10.0,10.0,10.0,81.5,0.12,Green
914,Arabica,Taiwan,谷泉咖啡莊園,宸嶧國際,古坑鄉荷包村尖山坑60號,劉易騰,"September 17th, 2015",CQI Taiwan ICP CQI台灣合作夥伴,Natural / Dry,7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,10.0,81.5,0.12,Green
915,Arabica,Myanmar,mixed,"aung nay lin htun co., ltd",ywar ngan township,Genius Coffee Estate,"July 17th, 2015",Genius Coffee,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,81.5,0.0,Green
916,Arabica,Costa Rica,several,santa laura exportadora de cafe s.l.e.c. s.a.,occidental,Beneficio la Eva S.A.,"January 7th, 2015",Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,81.5,0.12,Green
917,Arabica,Malawi,chinongo,mzuzu coffee planters coop union,mzuzu,Mzuzu Coffee Coop Union        ,"November 4th, 2014",AFCA,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,10.0,81.5,0.12,Green
918,Arabica,Guatemala,various,outspan guatemala s.a.,oriente,VARIOS,"September 23rd, 2014",Juan Luis Alvarado Romero,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,10.0,81.5,0.12,Green
919,Arabica,Taiwan,good mood coffee 馨晴咖啡        ,"red on tree co., ltd.",natou county,HUANG MEI TAO 黃美桃        ,"August 18th, 2014","Lin, Che-Hao Krude 林哲豪
",Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10.0,10.0,9.33,81.5,0.11,Blue-Green
920,Arabica,Brazil,pereira estate coffee,exportadora de cafés carmo de minas ltda,sul de minas,MARIA ROGERIA COSTA PEREIRA,"July 29th, 2014",Jacques Pereira Carneiro,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,81.5,0.0,Green
921,Arabica,Haiti,mixed,haiti coffee,"dondon, haiti",Mixed,"May 5th, 2014",Myriam Kaplan-Pasternak,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,81.5,0.11,Bluish-Green
922,Arabica,Taiwan,xu yuan zhang 徐源漳,blossom valley宸嶧國際,taichung xinshe 台中市新社區,Xu yuan zhang 徐源漳,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Other,7.5,7.42,7.25,7.25,7.33,7.33,10.0,10.0,10.0,81.5,0.11,Green
923,Arabica,Mexico,nueva linda,ecomtrading,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,"March 11th, 2013",ALFREDO BOJALIL,Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10.0,10.0,10.0,81.5,0.13,Green
924,Arabica,Mexico,productor independiente guadalupe victoria,ecomtrading,amatenango de la frontera,JORGE HERNANDEZ MONTEJO,"August 30th, 2012",ALFREDO BOJALIL,Washed / Wet,7.58,7.42,7.25,7.42,7.33,7.33,10.0,10.0,10.0,81.5,0.12,Green
925,Arabica,Mexico,santa maria temaxcalapa,,temaxcalapa,ZENOBIO MARTINEZ CANO,"August 29th, 2012",JOSE LUIS MUNOZ GUERRERO,Washed / Wet,7.42,7.25,7.17,7.42,7.17,8.0,10.0,10.0,10.0,81.5,0.12,Green
926,Arabica,Mexico,canoa manzanillo,,manzanillo,MANUEL DUARTE MUNGUIA,"August 1st, 2012",JOSE LUIS MUNOZ GUERRERO,Semi-washed / Semi-pulped,7.33,7.5,7.33,7.33,7.33,7.42,10.0,10.0,10.0,81.5,0.11,Green
927,Arabica,Mexico,hamburgo 7 arroyos,,tapachula,TOMAS EDELMANN BLASS,"July 26th, 2012",TOMAS EDELMANN BLASS,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10.0,10.0,10.0,81.5,0.13,Green
928,Arabica,Mexico,el romance azul,,atoyac de alvarez,MARIA DE LA PAZ AGUILAR GUILLEN,"July 26th, 2012",MARIA DE LA PAZ AGUILAR GUILLEN,Natural / Dry,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10.0,10.0,81.5,0.11,Green
929,Arabica,Indonesia,"ijen highland, east java",scai,ijen,PT. Perkebunan Nusantara XII,"May 24th, 2012",Specialty Coffee Association of Indonesia,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,10.0,81.5,0.12,Green
930,Arabica,Brazil,sertao,exportadora de cafés carmo de minas ltda,sul de minas,Nazareth Dias Pereira,"April 12th, 2012",Jacques Pereira Carneiro,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10.0,10.0,10.0,81.5,0.12,Blue-Green
931,Arabica,Guatemala,chiquimulja / alpha cafe / senfro,"unex guatemala, s.a.",oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,"January 25th, 2012",Juan Luis Alvarado Romero,Washed / Wet,7.33,7.5,7.33,7.42,7.17,7.33,10.0,10.0,10.0,81.5,0.11,Green
932,Arabica,Colombia,,,cauca,,"September 7th, 2011",Racafe & Cia S.C.A,,7.42,7.42,7.17,7.42,7.42,7.33,10.0,10.0,10.0,81.5,0.06,
933,Arabica,United States (Hawaii),,,kona,,"June 29th, 2010",Kona Pacific Farmers Cooperative,,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10.0,10.0,81.5,0.0,
934,Arabica,Mexico,cafetal,cafes tomari sa de cv,veracruz,Cafes tomari sa de cv,"May 12th, 2017",CAFES TOMARI SA DE CV,Washed / Wet,7.58,7.33,7.08,7.33,7.5,7.33,10.0,10.0,10.0,81.42,0.12,Green
935,Arabica,Guatemala,nueva granada,"agricola nueva granada, s.a.",san marcos,"AGRICOLA NUEVA GRANADA, S.A.","March 17th, 2016",Juan Luis Alvarado Romero,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10.0,10.0,10.0,81.42,0.1,Green
936,Arabica,Brazil,fazenda rio brilhante,cafebras comercio de cafés do brasil sa,cerrado,INACIO URBAN,"December 3rd, 2015",Cafebras,Natural / Dry,7.33,7.5,7.5,7.33,6.83,7.42,10.0,10.0,10.0,81.42,0.11,Green
937,Arabica,Honduras,cerro bueno,cadexsa,marcala,Jose Omar Acosta,"May 12th, 2015",CADEXSA,Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10.0,10.0,10.0,81.42,0.12,Green
938,Arabica,Taiwan,山彎有機咖啡農場,宸嶧國際,苗栗三灣,謝文品,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Washed / Wet,7.83,7.75,7.42,7.17,7.08,7.08,10.0,10.0,10.0,81.42,0.12,Green
939,Arabica,Malawi,chimpumba,mzuzu coffee planters coop union,mzuzu,Mzuzu Coffee Coop Union,"November 4th, 2014",AFCA,Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10.0,10.0,10.0,81.42,0.12,Bluish-Green
940,Arabica,Brazil,rio verde,ipanema coffees,south of minas,Ipanema Agrícola SA,"October 17th, 2014",Ipanema Coffees,Natural / Dry,7.25,7.5,7.42,7.17,7.33,7.33,10.0,10.0,10.0,81.42,0.0,Green
941,Arabica,Guatemala,santo tomas pachuj,cafcom,"san lucas toliman, solola","PACHUJ, S. A.","May 26th, 2014",Juan Luis Alvarado Romero,Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10.0,10.0,10.0,81.42,0.1,Green
942,Arabica,Mexico,various,globus coffee,siltepec el triunfo,various small producers,"May 1st, 2014",Kurt Kappeli,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,81.42,0.0,Green
943,Arabica,Peru,,sustainable harvest,puno,,"February 27th, 2014",Dane Loraas,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10.0,10.0,10.0,81.42,0.1,Bluish-Green
944,Arabica,Guatemala,la union monte verde,"unex guatemala, s.a.",oriente,OTTO BECKER,"October 7th, 2013",Juan Luis Alvarado Romero,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10.0,10.0,10.0,81.42,0.12,Green
